,user_name,user_location,user_description,user_verified,date,text,hashtags,source
219,EPA Chemical Safety,"Washington, DC",News and information from U.S. EPA's Office of Chemical Safety and Pollution Prevention. Neither RT nor @mentions imply endorsement.,True,2022-08-04 16:10:10+00:00,RT @DrMayneFDAFood: I am pleased to announce our new @US_FDA’s “Feed Your Mind” educational materials that have science-based information a…,,Twitter Web App
220,John Hard,Italy,Simplicity is the ultimate sophistication. (Leonardo da Vinci). (La Semplicità è la forma più alta di sofisticazione),False,2022-08-04 16:01:20+00:00,"RT @MortarPestleUSA: German Environment Agency Study Finds #Glyphosate in Urine https://t.co/C4Kn76l558
#GMOs","['Glyphosate', 'GMOs']",Twitter for Android
221,Jennifer Crall,,Global Head Partnerships-Growers Engagement & AgriChain Activation @Bayer CropScience | Partner in the Transformation of Agriculture | Leader in Foreign Affairs,False,2022-08-04 15:15:09+00:00,"Genetically-modified organisms (#GMOs) play a crucial role in our #agriculture/food story. Not only are they representative of the partnership between scientists and farmers, but they could also play a role in addressing #ClimateChange and #FoodInsecurity. https://t.co/tjbP5COYnW","['GMOs', 'agriculture']",Qnary.io
222,"Anna West Waller, PhD","Washington, DC",Ph.D. in Food Science and Human Nutrition. Presidential Management Fellow alum. Fulbright alum. All tweets my own. She/her.,False,2022-08-04 15:06:37+00:00,It was a pleasure to collaborate with @US_FDA and @eatright on this continuing education program for registered dietitians about #GMOs. Check out the informative video below! https://t.co/OvAtNU3yT4,,Twitter for iPhone
223,Lluís Arcalà,Vic (Osona) - Catalunya,Survivor pediatrician https://t.co/0DCdaYQGje Centre Mèdic Manlleu (Osona) https://t.co/BijfBdu8DD Centre Mèdic Dr Valls (La Garriga) Foodie & Winelover,False,2022-08-04 14:48:37+00:00,"RT @FDAfood: See what #GMOs make the journey from farm to table. And learn more about how they are a big part of our food supply. 
https://…",['GMOs'],Twitter for Android
224,FDA FOOD (Ctr for Food Safety & Applied Nutrition),"College Park, MD","The latest on food safety, outbreaks, recalls, nutrition, additives & supplements from U.S. FDA. Retweets ≠ endorsement. Privacy Policy: https://t.co/KDg7YjylZO",True,2022-08-04 14:47:10+00:00,"See what #GMOs make the journey from farm to table. And learn more about how they are a big part of our food supply. 
https://t.co/6OPVr9fwfd  
#FeedYourMind https://t.co/NSI4vUyk53",['GMOs'],Twitter Web App
225,FDA FOOD (Ctr for Food Safety & Applied Nutrition),"College Park, MD","The latest on food safety, outbreaks, recalls, nutrition, additives & supplements from U.S. FDA. Retweets ≠ endorsement. Privacy Policy: https://t.co/KDg7YjylZO",True,2022-08-04 14:19:05+00:00,RT @DrMayneFDAFood: I am pleased to announce our new @US_FDA’s “Feed Your Mind” educational materials that have science-based information a…,,Twitter Web App
226,Dr. Susan Mayne,,"Director, FDA’s Center for Food Safety and Applied Nutrition, Scientist, public health professional, mom, wife, and yes, pragmatic optimist!",True,2022-08-04 14:18:49+00:00,The FDA’s “Feed Your Mind” was developed in partnership with @USDA and @EPAgov to help increase understanding of genetically engineered foods  #GMOs.,,Twitter Web App
227,Dr. Susan Mayne,,"Director, FDA’s Center for Food Safety and Applied Nutrition, Scientist, public health professional, mom, wife, and yes, pragmatic optimist!",True,2022-08-04 14:18:48+00:00,"I am pleased to announce our new @US_FDA’s “Feed Your Mind” educational materials that have science-based information about #GMOs for consumers, health educators and health care professionals https://t.co/zZlVYW9ikT https://t.co/59oGUlP9Cg",,Twitter Web App
228,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-04 10:20:19+00:00,"In Argentina the 3rd Largest Grower of #GMOs: 30,000 Doctors &amp; Health Professionals are Demanding a Ban on Glyphosate https://t.co/rytTqOmHSu",['GMOs'],The Social Jukebox
229,kate nockles,East Anglia,"Artist and Maker.  Love Art in all its forms, flora & fauna and the Sciences. Born in NE London.",False,2022-08-04 08:20:40+00:00,RT @GMWatch: Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the…,"['GMOs', 'GMO']",Twitter for Android
230,MITO Technology,"Milan, Italy",Intellectual property. Technology Transfer. Venture Capital.,False,2022-08-04 06:31:44+00:00,"RT @CPVOTweets: 📽️Check out the #CPVO's latest #webinars on our website !

Topics: 
🌱#NewPlantvarieties
🌱#GMOs
🌱#EU protection for new plan…","['CPVO', 'webinars', 'NewPlantvarieties', 'GMOs', 'EU']",Twitter for iPhone
231,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-04 03:07:21+00:00,"German Environment Agency Study Finds #Glyphosate in Urine https://t.co/C4Kn76l558
#GMOs","['Glyphosate', 'GMOs']",The Social Jukebox
232,Lotusmonkey ✝️ 🇺🇸 🇹🇼 🇮🇱 🇯🇵,UnitedStates,USAF Veteran. Freelance eco product consultant. $LotusMonkey. https://t.co/1mgRjnXX80 God Wins. John 3:16,False,2022-08-04 03:03:53+00:00,"Tell the FDA to quit selling out to #corporategreed!! They are more concerned with bacteria rather than the altering of our DNA and the rise in cancers because of approved #GMOs. 
https://t.co/A1UZEy6DeH https://t.co/VYJXBRooWe",['corporategreed'],Twitter for Android
233,Practice Courage,So-called Canada,"Settler focused on Earth Service via climate-resilient food security.

#NoPrideInGenocide #LandBack

#KeepItInTheGround #ClimateStrike #Divest #FoodNotLawns",False,2022-08-04 01:31:14+00:00,"RT @NovaMarkButler: Hi Crew @CBCPEI 

We still don’t know where genetically engineered salmon from #PEI is being sold or who’s eating it.…",['PEI'],Twitter for Android
234,Garion Coyote,Planet Earth,Revolutionary and inconvenient thoughts.,False,2022-08-03 23:48:11+00:00,RT @GenEngNetwork: A minority of states support deregulation of new #GMOs  https://t.co/S4MbDFL6KR,['GMOs'],Twitter Web App
235,GENetwork,Est Jan 1997 to fight GMO's,The Genetic Engineering Network,False,2022-08-03 23:37:56+00:00,A minority of states support deregulation of new #GMOs  https://t.co/S4MbDFL6KR,['GMOs'],Twitter for iPhone
236,Matt Zepplin,"Indiana, USA",Business & Finance News Technology & Science Interesting Pictures Entertainment,False,2022-08-03 23:21:19+00:00,"RT @OrganicLiveFood: Use of #chemicals/#pesticides, #GMOs, factory farming n animal feeding operations account 4 a very high percentage of…","['chemicals', 'pesticides', 'GMOs']",Twitter for Android
237,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-03 22:19:16+00:00,"Renormalization Group version: #GMOs r doomed economically if a tiny fraction has Kashrut (i.e. ""stubborn"" against). https://t.co/dmdyML5Ioe",['GMOs'],The Social Jukebox
238,seekthetruth,,⛓They lied to us👁the Truth is Within⛓ Artist 🎨 Energy Work ✨ #StopCensorship,False,2022-08-03 22:06:16+00:00,The most fucked up truth of today’s society is that they are literally making vegans cannibals. #gmos,['gmos'],Twitter for iPhone
239,Kevin D,Los Angeles,"Husband, father, writer, actor.",False,2022-08-03 21:19:25+00:00,"#getoutofyourhead #getintoGod #truth #gmos #repost from @49erfaithfulgoldblooded #thnx @ City Of Champs Inglewood, Ca https://t.co/XfV93u3RMB","['getoutofyourhead', 'getintoGod', 'truth', 'gmos', 'repost', 'thnx']",Instagram
240,Alexa11,"Berlin, Germany",I stand with Germany 🇩🇪❤️☮️,False,2022-08-03 19:32:26+00:00,"A face so innocent #BillGatesBioTerrorist #EpsteinClientList #BillGates_Quitindia
#GMOsAfrica #GMOs https://t.co/XIU9VXpmOs","['BillGatesBioTerrorist', 'EpsteinClientList', 'BillGates_Quitindia', 'GMOsAfrica', 'GMOs']",Twitter for Android
241,Te toroa 🇮🇹🇳🇿,,Kia kaha! La gente come noi non molla mai.,False,2022-08-03 18:38:32+00:00,RT @GMWatch: Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the…,"['GMOs', 'GMO']",Twitterrific for iOS
242,RedFrog,Everywhere.,"Don't trust, don't fear, don't beg. 
RT = Read This.",False,2022-08-03 18:06:26+00:00,RT @GMWatch: Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the…,"['GMOs', 'GMO']",Twitter for Android
243,Paul Rogers,"Langtoun, UK","Anti/political writer, ex-Alienware aficionado and frustrated traveller. Delendi Civitas. Entrance Not For Everybody.",False,2022-08-03 18:02:54+00:00,RT @GMWatch: Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the…,"['GMOs', 'GMO']",Twitter Web App
244,Craig Good: vaccinated and masked,"Solano County, CA","Author of ""Relax and Enjoy Your Food: Save your money, your health, and your sanity by separating fact from flapdoodle.""",False,2022-08-03 18:00:22+00:00,"RT @InglesDietitian: #BookClub  truth telling abt #GMOs &amp; sugar (it's not ""toxic""),advice on how to talk to kids abt food,how to evaluate r…","['BookClub', 'GMOs']",Twitter for iPhone
245,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-03 17:54:25+00:00,"Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the US, Canada, Argentina and Brazil. But trade agreements are being used to put pressure on other states to follow suit https://t.co/4o5uCNxAkG","['GMOs', 'GMO']",TweetDeck
246,Global citizen Boyd 💚 🌍,UK,Helping push the conversation that will drive the desperately needed action of protecting our shared planet over pilfering petty profits.,False,2022-08-03 17:48:48+00:00,"RT @OrganicLiveFood: Use of #chemicals/#pesticides, #GMOs, factory farming n animal feeding operations account 4 a very high percentage of…","['chemicals', 'pesticides', 'GMOs']",Twitter Web App
247,Yvette d’Entremont,"Los Angeles, CA","Sweary scientist, Oxford comma defender, exiled monarch. Subscribe on patreon for your #MomentOfScience. Talking head on #WeirdEarth @weatherchannel. she/her",True,2022-08-03 17:04:59+00:00,"RT @InglesDietitian: #BookClub  truth telling abt #GMOs &amp; sugar (it's not ""toxic""),advice on how to talk to kids abt food,how to evaluate r…","['BookClub', 'GMOs']",Twitter for iPhone
248,Felicia Stoler,New Jersey,"America's Health & Wellness Expert (TM), RDN, Exercise Physiologist, Cannapreneur, On-Air Personality, Author, Mom, Yogi, Swimmer, Foodie & Global Traveler",False,2022-08-03 16:28:13+00:00,"RT @InglesDietitian: #BookClub  truth telling abt #GMOs &amp; sugar (it's not ""toxic""),advice on how to talk to kids abt food,how to evaluate r…","['BookClub', 'GMOs']",Twitter for iPhone
249,Jackie,United States,"Oracle ""What about the others""? Architect ""They will be freed!"" Oracle ""I have your word""? Architect ""What do you think I am, Human""?",False,2022-08-03 15:27:14+00:00,"The Resurgence of the Empire of the gods. (Otherwise known as the Annunaki, Fallen Angels, Shining Ones, Elohim and by many other names.)

Lecture by Timothy Alberino concerning a prophetic poem written by Virgil the Roman poet in 40BC.

#TransHumans #AI #SYNTHs #Hybrids #GMOs https://t.co/OR2ToGvpSR",,Twitter for iPad
250,Andy D,Planet Earth ,"Be #nothing, #know nothing!",False,2022-08-03 15:08:04+00:00,"RT @OrganicLiveFood: Use of #chemicals/#pesticides, #GMOs, factory farming n animal feeding operations account 4 a very high percentage of…","['chemicals', 'pesticides', 'GMOs']",Twitter for iPad
251,European Coordination Let's Liberate Diversity!,"Florence - Italy, Brussels - B","To encourage, develop and promote the dynamic management of cultivated biodiversity on farms and gardens.
USE IT OR LOSE IT",False,2022-08-03 14:00:44+00:00,"EC-LLD / News! is out 😱 😁

Within this issue we have again the focus on Seeds&amp;Crop Biodiversity, shared other newsletters  from #IFOAM, #SAVE and #APBREBES , and highlighted the #ECVC and #NPOS active petitions . 

#agrobiodiversity  #patents #GMOs

🔖 https://t.co/PX61zX7XeM https://t.co/wI3oGriQBn",,Hootsuite Inc.
252,MurrayArt,,,False,2022-08-03 12:27:02+00:00,"RT @OrganicLiveFood: Use of #chemicals/#pesticides, #GMOs, factory farming n animal feeding operations account 4 a very high percentage of…","['chemicals', 'pesticides', 'GMOs']",Twitter Web App
253,Organic Live Food,US,"We provide #nutritional facts abt #organic foods, #raw/live foods, #superfoods, #herbs, #healthy #diet, #GMOs & #pesticides https://t.co/EC1X1T02tP",False,2022-08-03 12:20:49+00:00,"Use of #chemicals/#pesticides, #GMOs, factory farming n animal feeding operations account 4 a very high percentage of #greenhouse gas emissions: https://t.co/2pI0MZcfpa… https://t.co/QDzrFBiQqs","['chemicals', 'pesticides', 'GMOs']",IFTTT
254,Mark Butler,Mi'kma'ki,Excited about green opportunities in my neck of the woods. Passionate about nature and equity. Senior Advisor @naturecanada. Own views.,False,2022-08-03 11:04:20+00:00,"Hi Crew @CBCPEI 

We still don’t know where genetically engineered salmon from #PEI is being sold or who’s eating it.

Time for some digging?

@JWayneCBC @LauraChapin1 @LouiseMartinCBC @kerrywcampbell #GMOs https://t.co/fRTUrfX61M",['PEI'],Twitter for iPhone
255,Leah McGrath - Dietitian,Ingles Markets ,"Corp Dietitian Ingles Mkts,#Nutrition & #Ag communicator, 
Writer🖊.Tweets=personal views. #plantbased🌱🌾🐄🐓🐷🐃#omnivore  Pls @Twitter verify me?🙏",False,2022-08-03 10:55:32+00:00,"#BookClub  truth telling abt #GMOs &amp; sugar (it's not ""toxic""),advice on how to talk to kids abt food,how to evaluate research &amp;to take food headlines w/a grain of salt..
@clgood does a great job in a small book referencing @ScienceBasedMed @One_Angry_Chef @TheSciBabe @HHSkepDoc https://t.co/sTvmYCkvcJ","['BookClub', 'GMOs']",Twitter for Android
256,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-03 09:58:17+00:00,"EPA &amp; FDA Claim Cancer is a ""Trade Secret"" Belonging to Monsanto. 
Start at 25:00: 
https://t.co/xBrBLyhpqz 
#GMOs
#Cancer","['GMOs', 'Cancer']",The Social Jukebox
257,Kevin D,Los Angeles,"Husband, father, writer, actor.",False,2022-08-03 06:12:48+00:00,"#truth #gmos #repost from @49erfaithfulgoldblooded  #thnx @ City Of Champs Inglewood, Ca https://t.co/AB01E8ITAO","['truth', 'gmos', 'repost', 'thnx']",Instagram
258,Kevin D,Los Angeles,"Husband, father, writer, actor.",False,2022-08-03 06:11:50+00:00,"#truth #gmos @ City Of Champs Inglewood, Ca https://t.co/Xwykcz19tG","['truth', 'gmos']",Instagram
259,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-03 05:03:20+00:00,#Permaculture Prevents Need for Toxic Pesticides. There's No Need for #GMOs with Permaculture! https://t.co/VXpGGS37um,"['Permaculture', 'GMOs']",The Social Jukebox
260,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-03 03:07:18+00:00,"Another EU Nation #Bulgaria Bans #GMOs -Now 14 nations, 3 Regions Have Shown t Irrelevance of Present Technology:
https://t.co/02wMZi12Gk…","['Bulgaria', 'GMOs']",The Social Jukebox
261,Kräuter | Verbena,Usedom,★ Hofladen ★ Kräutergarten ★ Wildkräutermenüs ★ Impressum: https://t.co/hPUR94BQYD ★ Datenschutz: https://t.co/DXMBGfRO6t,False,2022-08-03 00:51:18+00:00,"RT @GMOEvidence: US Farmers Launch Billion Dollar Legal Actions over China GM Corn Export Scandal
http://t.co/HHekJTGgFB

#GMOs #China #GMc…","['GMOs', 'China']",Kräuter | Verbena [YATB] I
262,maria lindqvist,,https://t.co/ipXlkMXSwv,False,2022-08-03 00:15:51+00:00,"RT @GMOEvidence: US Farmers Launch Billion Dollar Legal Actions over China GM Corn Export Scandal
http://t.co/HHekJTGgFB

#GMOs #China #GMc…","['GMOs', 'China']",Twitter for iPhone
263,Don't Lock Justice,,,False,2022-08-02 21:33:24+00:00,"RT @drvandanashiva: #GMOs have not increased yield of crops but increased use of pesticides ,herbicides &amp; fertilisers as study after study…",['GMOs'],Twitter Web App
264,Bee Goddess,In-A-Gadda-Da-Vida,"The future's so bright, I gotta wear shades!",False,2022-08-02 19:36:10+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
265,Sanya ☦ ❤ 🇨🇦🇷🇸🇳🇱🚚🚛🚜🛻🌅,Canada,Peace and Freedom loving Canadian.,False,2022-08-02 19:34:19+00:00,"RT @NovaMarkButler: How do you know if that is genetically engineered #salmon? 

You don’t.

The Cdn Govt doesn’t require #GMOs to be label…","['salmon', 'GMOs']",Twitter Web App
266,Anonomouse,California,"Σεισάχθεια, my favorite word. 
Make Orwell fictional again - Repost / like / follow ≠ endorsement - ☆ = agree / like - Buy Californian & #FreeTheBear",False,2022-08-02 19:17:00+00:00,RT @debunkdenialism: Academies of Science finds #GMOs not harmful to human health https://t.co/n8OhDgMsv9,['GMOs'],Twitter for Android
267,Andrew Thompson 🇺🇦🇦🇫🧡🕷🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,In Scotland #IStandWithUkraine,🇮🇪 immigrant. Planting 🌳 on a grouse moor near you. Food for future @scotsbeavers 🦫🦫 Tool of choice a ♠️ - sometimes a scythe. Born @ 313ppm - Now 421ppm,False,2022-08-02 19:02:15+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for iPhone
268,Steven Alvarez,NYC,"Gentleman, scholar. Dedalus in slouch, Quetzalcoatl in jumpsuit. Author of #BrokeringTareas #CodexMojaodicus @)stevenpaulalvarez & @)tacoliteracy on Instagram.",False,2022-08-02 19:01:45+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter for iPhone
269,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-02 19:01:15+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
270,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-02 17:53:20+00:00,"Another Reason to Avoid #GMOs:
Bacillus Thuringiensis Cry1Ac Protoxin is a Potent Systemic &amp; Mucosal Adjuvant: https://t.co/VRuviBClZC #PubMed",['GMOs'],The Social Jukebox
271,Arseni Karp ▲,A cabin deep in the woods,I KNOW THE TRUTH some questions must be asked. bot maintained by @geology_rocks,False,2022-08-02 16:16:28+00:00,Insect aliens are opressing us with alien abductions to put flouride in our drinking water.  #GMOs,['GMOs'],ArseniKarp
272,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-02 15:57:18+00:00,Learn the Basics of #GMO's Genetically Modified Foods and Get Tips for How to Keep Them Out of Your Diet. https://t.co/vAXlKH9Jh7  #gmos,"['GMO', 'gmos']",The Social Jukebox
273,🌥️dan☁️,Winnipeg,"He/him, garden-variety internet weirdo, consumer with varied interests, bald fat guy, t-shirt junkie",False,2022-08-02 14:43:44+00:00,RT @debunkdenialism: Academies of Science finds #GMOs not harmful to human health https://t.co/n8OhDgMsv9,['GMOs'],Twitter for Android
274,Debunking Denialism,Debunking Denialism,Debunking pseudoscience and quackery with reason and evidence. Official account. Also at https://t.co/jPzoWolvzg… #skeptic #vaccines #gmos #climate,False,2022-08-02 14:22:17+00:00,Academies of Science finds #GMOs not harmful to human health https://t.co/n8OhDgMsv9,['GMOs'],Debunking Denialism
275,Mark Butler,Mi'kma'ki,Excited about green opportunities in my neck of the woods. Passionate about nature and equity. Senior Advisor @naturecanada. Own views.,False,2022-08-02 13:58:08+00:00,"Parallels with #GMOs, eg GE salmon?

For #Indigenous people who have deep cultural and spiritual connections to the #animals they eat, can meat grown in labs ever be acceptable? #IndigenousFood #FoodSovereignty #CellularAgriculture https://t.co/pYyWscjp4h","['GMOs', 'Indigenous']",Twitter Web App
276,Paras SumiRaj Kumar,Guwahati,"My nationalist thought, patriotism & humanity makes me special.I am a true, honest & kind-hearted person.l never think bad about other people's.
JayBharat🇮🇳",False,2022-08-02 13:02:49+00:00,"RT @drvandanashiva: #GMOs have not increased yield of crops but increased use of pesticides ,herbicides &amp; fertilisers as study after study…",['GMOs'],Twitter Web App
277,SAG,"Zürich, Schweiz","SAG is the umbrella organisation of #Swiss farmers, animal welfare associations and consumer-, environmental- and development cooperations.
#gentechfrei",False,2022-08-02 12:46:11+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
278,CPVO,"Angers, France","The Community Plant Variety Office (#CPVO) grants intellectual property rights for #NewPlantVarieties in the European Union.

#PlantVarietyRights #EUGreenDeal",False,2022-08-02 12:05:33+00:00,"📽️Check out the #CPVO's latest #webinars on our website !

Topics: 
🌱#NewPlantvarieties
🌱#GMOs
🌱#EU protection for new plant varieties 
And much more ...

https://t.co/AYiUjZluxh

#NewPlantVarieties https://t.co/ttu5phsnDK","['CPVO', 'webinars', 'NewPlantvarieties', 'GMOs', 'EU']",Twitter Web App
279,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-02 11:53:23+00:00,"How #MonsantoCo Took Control of Your Food System 

https://t.co/3cZT6TM9D1 
#GMOs","['MonsantoCo', 'GMOs']",The Social Jukebox
280,DRIP,Greece,Ανάπτυξη Στάγδην Άρδευσης Υψηλής Ακριβείας για Δενδρώδεις Καλλιέργειες :: Development of High Precision Drip Irrigation for Tree Crops,False,2022-08-02 10:18:03+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],drip bot
281,Mass awakening,,,False,2022-08-02 09:31:36+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
282,ETC Group,"Quebec, Mexico, Philippines...","Working towards the democratic control of technologies, focussing on corporate power & its oppressive effects on farmers, climate & nature. RT⍯ endorsement",False,2022-08-02 09:27:16+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
283,ETC Group,"Quebec, Mexico, Philippines...","Working towards the democratic control of technologies, focussing on corporate power & its oppressive effects on farmers, climate & nature. RT⍯ endorsement",False,2022-08-02 09:25:50+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
284,Christine Sibley,,"""The essence of Capitalism is to turn nature into commodities and commodities into capital.""  M. Parenti
So why trust Capitalism to rectify global warming?",False,2022-08-02 07:39:40+00:00,"RT @GMWatch: Feeding the world? Less than 2% of the corn grown in American fields is directly consumed in cereal and other food products, a…",,Twitter Web App
285,Mike D Albright,"North Carolina, USA",,False,2022-08-02 07:32:08+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for Android
286,Wurzelg 🌸 No vaccine passports ever.. #No2ID,,Covid-1984,False,2022-08-02 07:31:00+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for Android
287,Madeleine Massey,,,False,2022-08-02 07:28:51+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for Android
288,sgurz,planet earth - milk way galaxy,Gnam!,False,2022-08-02 07:27:06+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter Web App
289,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-02 07:24:18+00:00,"RT @GMWatch: RT @SaveOurSeeds: As early as 2018, the European Court of Justice ruled that products created with new genetic engineering are…",,Twitter for iPhone
290,IJK,Milky Way,,False,2022-08-02 07:05:33+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for Android
291,Dave Frank,Northern Monkey,😇😈,False,2022-08-02 06:54:14+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
292,franniehills,,,False,2022-08-02 06:37:02+00:00,"RT @MortarPestleUSA: How Does #Permaculture Prevent Pests? How is Permaculture Pesticide-Free?
no #GMOs https://t.co/Swj5NAd41B","['Permaculture', 'GMOs']",Twitter Web App
293,meghannboling,,,False,2022-08-02 06:36:51+00:00,"RT @MortarPestleUSA: How Does #Permaculture Prevent Pests? How is Permaculture Pesticide-Free?
no #GMOs https://t.co/Swj5NAd41B","['Permaculture', 'GMOs']",Twitter Web App
294,Queenie,,Adding my voice to shout for #HUMANITY as it doesn’t seem loud enough 🗣 Freedom of Speech ❤️✌️ https://t.co/x93suxm1ED,False,2022-08-02 06:25:42+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
295,Jenny Butcher - #WeAreAllAssange,,"Politics, Information & Research",False,2022-08-02 06:19:28+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter Web App
296,Di,,,False,2022-08-02 06:12:03+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
297,Dr Maya Valecha,,"Gynecologist, MD,MS University Vadodara, by training. Social and political activist.",False,2022-08-02 06:06:36+00:00,"RT @drvandanashiva: #GMOs have not increased yield of crops but increased use of pesticides ,herbicides &amp; fertilisers as study after study…",['GMOs'],Twitter for Android
298,GMWatch,,Countering the propaganda of the biotech industry. Subscribe to free email newsletters: https://t.co/4GoxRVvA0L,False,2022-08-02 06:05:47+00:00,"RT @GMWatch: Truss vows to ‘unleash British farming’ through deregulation, including ‘precision breeding technologies’ (code for #GMOs) htt…",['GMOs'],Twitter for iPhone
299,Humuson#1 organic fertilizer,"Harare, Zimbabwe",Eco-certified organic liquid and solid fertilizer/growth stimulator to improve your soil‘s fertility and increase your yields 263 77 665 6433,False,2022-08-02 04:57:39+00:00,"RT @MortarPestleUSA: How Does #Permaculture Prevent Pests? How is Permaculture Pesticide-Free?
no #GMOs https://t.co/Swj5NAd41B","['Permaculture', 'GMOs']",Twitter for iPhone
300,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-02 04:32:25+00:00,"How Does #Permaculture Prevent Pests? How is Permaculture Pesticide-Free?
no #GMOs https://t.co/Swj5NAd41B","['Permaculture', 'GMOs']",The Social Jukebox
